damage_type,molecule_id,record_id,center_atom,involved_atoms,involves_ring_bond,ring_bond_count,bond_predictions,target_residuals,cartesian_contribution,bond_contribution,combined_contribution,input_value,v4_value,output_value,v4_excess,output_excess,confidence,uncertainty,accepted,comparison_mode,adjacent_same_direction,any_prediction_sign_wrong,ring_planarity_input,ring_planarity_v4,ring_planarity_output
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s1_u0.350,2,45;2;46,False,0,0.010106874629855156;0.010109799914062023,-0.001074075698852539;0.0022236108779907227,-0.0001844167709350586,-0.0012354850769042969,-0.0013020038604736328,1.806850552558899,1.806850552558899,1.8055485486984253,0.017524242401123047,0.01882624626159668,0.20951469987630844,0.0041850602719932795,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s1_u0.350,11,12;11;13,True,2,-0.001526591251604259;-0.0003969282261095941,0.0020128488540649414;-0.0023086071014404297,0.008467674255371094,-7.963180541992188e-05,0.007441520690917969,2.143772602081299,2.143772602081299,2.151214122772217,0.020097732543945312,0.02753925323486328,0.17073454707860947,0.014138131868094206,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s1_u0.350,25,26;25;27,False,0,0.00830966979265213;0.008309485390782356,-0.00198519229888916;-0.00278317928314209,-0.001200556755065918,3.719329833984375e-05,-0.0010459423065185547,1.8104169368743896,1.8104169368743896,1.809370994567871,0.01195979118347168,0.013005733489990234,0.18969198316335678,0.005318862618878484,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s2_u0.350,0,1;0;48,False,0,0.0032061885576695204;0.01038576290011406,0.061142921447753906;0.03043210506439209,0.0008778572082519531,0.0002117156982421875,0.001058340072631836,2.1520743370056152,2.1520743370056152,2.153132677078247,0.0015716552734375,0.002629995346069336,0.19640909135341644,0.00632273405790329,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s2_u0.350,2,45;2;46,False,0,0.010134288109838963;0.010138641111552715,-0.004518866539001465;0.015990734100341797,0.001392364501953125,-0.0017769336700439453,-0.0003432035446166992,1.7696857452392578,1.7696857452392578,1.7693425416946411,0.05468904972076416,0.05503225326538086,0.20995336771011353,0.0041577431838959455,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s2_u0.350,11,12;11;13,True,2,-0.001416978775523603;-0.00034050436806865036,0.017603397369384766;-0.025831222534179688,0.010377645492553711,-0.00020051002502441406,0.009590387344360352,2.175734758377075,2.175734758377075,2.1853251457214355,0.05205988883972168,0.06165027618408203,0.17026693373918533,0.014056738931685686,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s2_u0.350,13,29;13;30,False,0,0.008037680760025978;0.008037103340029716,0.026831388473510742;0.025844693183898926,-0.0014668703079223633,0.0005509853363037109,-0.0007891654968261719,1.8050990104675293,1.8050990104675293,1.8043098449707031,0.01727771759033203,0.018066883087158203,0.18662121891975403,0.005494666285812855,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s2_u0.350,25,26;25;27,False,0,0.008346911519765854;0.008346804417669773,0.013019919395446777;0.012572288513183594,-0.00038063526153564453,0.00017583370208740234,-0.00015294551849365234,1.7769684791564941,1.7769684791564941,1.7768155336380005,0.04540824890136719,0.04556119441986084,0.1900211200118065,0.005287534790113568,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2,val::C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1cc2c(s1)CCC(CC)C2__gen0000::cartesian_s2_u0.350,33,43;33;44,False,0,0.0108064915984869;0.010801785625517368,0.05647897720336914;0.020145773887634277,-0.005478858947753906,-0.0015375614166259766,-0.006696224212646484,1.8274452686309814,1.8274452686309814,1.820749044418335,0.0,0.0036257505416870117,0.22168708592653275,0.003725449787452817,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)Nc2ccc(F)cc2)CC1,val::CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)Nc2ccc(F)cc2)CC1__gen0000::cartesian_s2_u0.350,0,56;0;57,False,0,0.012588195502758026;0.012589739635586739,0.0049991607666015625;0.0029619932174682617,-0.0008032321929931641,-0.0015690326690673828,-0.00228273868560791,1.8244104385375977,1.8244104385375977,1.8221276998519897,0.0,0.0022470951080322266,0.2550368010997772,0.0027405082946643233,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)Nc2ccc(F)cc2)CC1,val::CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)Nc2ccc(F)cc2)CC1__gen0000::cartesian_s2_u0.350,6,18;6;19,False,0,0.009969204664230347;0.009970355778932571,0.0043182373046875;0.005364775657653809,-0.0007200241088867188,-0.002007603645324707,-0.0026084184646606445,1.806775450706482,1.806775450706482,1.8041670322418213,0.01759934425354004,0.020207762718200684,0.20700369775295258,0.0043044788762927055,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)Nc2ccc(F)cc2)CC1,val::CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)Nc2ccc(F)cc2)CC1__gen0000::cartesian_s2_u0.350,47,48;47;49,False,0,0.00804985873401165;0.008047333918511868,0.0056029558181762695;0.0034906864166259766,-0.0022622346878051758,0.0017255544662475586,-0.00043261051177978516,1.804256558418274,1.804256558418274,1.8038239479064941,0.018120169639587402,0.018552780151367188,0.1876547485589981,0.005493915639817715,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1,val::CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1__gen0000::cartesian_s2_u0.350,15,16;15;17,False,0,0.01077593956142664;0.010778045281767845,0.0;0.0,-0.0029233694076538086,-0.0006119012832641602,-0.0033835172653198242,1.8268777132034302,1.8268777132034302,1.8234941959381104,0.0,0.0008805990219116211,0.22130882740020752,0.003744067158550024,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1,val::CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1__gen0000::cartesian_s2_u0.350,21,37;21;38,False,0,0.01055765338242054;0.010556081309914589,0.0;0.0,-0.0009227991104125977,-0.0009467601776123047,-0.0017746686935424805,1.808129906654358,1.808129906654358,1.8063552379608154,0.016244888305664062,0.018019556999206543,0.21734898537397385,0.003899957868270576,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1,val::CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1__gen0000::cartesian_s2_u0.350,29,28;29;31,False,0,-0.00829307734966278;0.01256132684648037,0.0;0.0,-0.0012030601501464844,0.0038826465606689453,0.0025959014892578125,2.0151891708374023,2.0151891708374023,2.01778507232666,0.013831853866577148,0.01642775535583496,0.24785806238651276,0.005905046826228499,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1,val::CC(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2C)c1__gen0000::cartesian_s2_u0.350,29,30;29;32,False,0,0.012562996707856655;0.01256041694432497,0.0;0.0,0.0008282661437988281,-0.004013538360595703,-0.003089308738708496,1.8022481203079224,1.8022481203079224,1.7991588115692139,0.02212667465209961,0.025215983390808105,0.2544535845518112,0.002700342331081629,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)C(=O)Nc1cccc2nsnc12,val::CC(C)C(=O)Nc1cccc2nsnc12__gen0001::cartesian_s2_u0.350,0,1;0;3,False,0,0.01261042058467865;0.012609493918716908,0.04210519790649414;0.03228259086608887,0.0008276700973510742,-0.0010082721710205078,-0.00014317035675048828,1.8188602924346924,1.8188602924346924,1.818717122077942,0.00551450252532959,0.005657672882080078,0.2555028200149536,0.0027758334763348103,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)C(=O)Nc1cccc2nsnc12,val::CC(C)C(=O)Nc1cccc2nsnc12__gen0001::cartesian_s2_u0.350,0,2;0;4,False,0,0.012609637342393398;0.00027787868748418987,0.03421187400817871;0.010630965232849121,-0.0002651214599609375,0.0014369487762451172,0.0011162757873535156,2.0251193046569824,2.0251193046569824,2.026235580444336,0.031418681144714355,0.03253495693206787,0.23546337336301804,0.005336569272913039,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)C(=O)Nc1cccc2nsnc12,val::CC(C)C(=O)Nc1cccc2nsnc12__gen0001::cartesian_s2_u0.350,21,4;21;24,False,0,0.00028713123174384236;0.012608593329787254,0.0038013458251953125;0.030100345611572266,-8.58306884765625e-05,0.0012772083282470703,0.0011298656463623047,2.0134968757629395,2.0134968757629395,2.0146267414093018,0.019796252250671387,0.02092611789703369,0.23545222729444504,0.005337011883966625,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)C(=O)Nc1cccc2nsnc12,val::CC(C)C(=O)Nc1cccc2nsnc12__gen0001::cartesian_s2_u0.350,21,22;21;23,False,0,0.012608051300048828;0.012610755860805511,0.02580130100250244;0.04298734664916992,0.0006227493286132812,-0.0009371042251586914,-0.00026619434356689453,1.8237829208374023,1.8237829208374023,1.8235167264938354,0.0005918741226196289,0.0008580684661865234,0.25549377501010895,0.002776669221930206,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)C(=O)Nc1cccc2nsnc12,val::CC(C)C(=O)Nc1cccc2nsnc12__gen0001::cartesian_s2_u0.350,21,22;21;24,False,0,0.012608051300048828;0.012608593329787254,0.02580130100250244;0.030100345611572266,0.0007693767547607422,-0.0009071826934814453,-0.00010907649993896484,1.8204169273376465,1.8204169273376465,1.8203078508377075,0.003957867622375488,0.004066944122314453,0.2554793059825897,0.0027790836757048965,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)CC(=O)c1c[nH]c(C(=O)NCc2cccnc2)c1,val::CC(C)CC(=O)c1c[nH]c(C(=O)NCc2cccnc2)c1__gen0001::cartesian_s2_u0.350,12,13;12;16,True,2,0.002332336502149701;0.002349895192310214,-0.03139603137969971;-0.026090025901794434,-0.0012660026550292969,0.0005824565887451172,-0.0006337165832519531,1.8012096881866455,1.8012096881866455,1.8005759716033936,0.02673196792602539,0.027365684509277344,0.15114766359329224,0.014382984954863787,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,CC(C)CC1=C_C(=C_c2ccc(-c3ccccc3)o2)C(=O)O1,val::CC(C)CC1=C_C(=C_c2ccc(-c3ccccc3)o2)C(=O)O1__gen0000,13,12;13;34,True,2,0.0019107816042378545;0.0006206092657521367,0.017065763473510742;-0.02725362777709961,-0.00022649765014648438,-0.00013148784637451172,-0.0001360177993774414,1.830959677696228,1.830959677696228,1.8308236598968506,0.00034332275390625,0.0004793405532836914,0.15674426406621933,0.01471270015463233,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O,val::CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O__gen0000::cartesian_s2_u0.350,0,1;0;3,False,0,0.012579442001879215;-0.00023449443688150495,0.020662546157836914;0.003002643585205078,0.0009100437164306641,0.0013179779052734375,0.0021369457244873047,1.9946906566619873,1.9946906566619873,1.9968276023864746,0.0009900331497192383,0.003126978874206543,0.23489437252283096,0.005448380601592362,True,v4_record_screen_upstream_local_reference,False,True,,,
angle,CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O,val::CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O__gen0000::cartesian_s2_u0.350,0,1;0;52,False,0,0.012579442001879215;0.012581187300384045,0.020662546157836914;0.031905174255371094,8.058547973632812e-05,-0.0007398128509521484,-0.0006029605865478516,1.821289300918579,1.821289300918579,1.8206863403320312,0.003085494041442871,0.0036884546279907227,0.25493124127388,0.002791412640362978,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O,val::CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O__gen0000::cartesian_s2_u0.350,33,45;33;46,False,0,0.00989073421806097;0.009890584275126457,0.030536532402038574;0.024637341499328613,-0.0015473365783691406,-0.0013965368270874023,-0.00279390811920166,1.8222103118896484,1.8222103118896484,1.8194164037704468,0.002164483070373535,0.004958391189575195,0.2056092694401741,0.004374167183414102,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O,val::CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O__gen0000::cartesian_s2_u0.350,47,3;47;50,False,0,-0.00022593738685827702;0.012580111622810364,-0.006797432899475098;0.021544575691223145,0.0007596015930175781,0.0012967586517333984,0.0019707679748535156,1.9918403625488281,1.9918403625488281,1.9938111305236816,0.0,0.00011050701141357422,0.23489904403686523,0.005447159172035754,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O,val::CC(C)n1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCc2ccccc2)c1=O__gen0000::cartesian_s2_u0.350,47,49;47;50,False,0,0.012580015696585178;0.012580111622810364,0.02421391010284424;0.021544575691223145,0.0004839897155761719,-0.0008264780044555664,-0.00029730796813964844,1.8192415237426758,1.8192415237426758,1.8189442157745361,0.005133271217346191,0.00543057918548584,0.2549300044775009,0.002792797051370144,True,v4_record_screen_upstream_local_reference,True,False,,,
ring_bond,CC(NCc1ccccc1)C1COc2ccccc2O1,val::CC(NCc1ccccc1)C1COc2ccccc2O1__gen0001::cartesian_s2_u0.350,,22;24,True,1,0.006327281706035137,0.0,-0.007583243655972183,0.00568135897628963,-0.0019018846796825528,1.3810393810272217,1.3810393810272217,1.3796401023864746,0.018585801124572754,0.019985079765319824,0.18743672966957092,0.007073891814798117,True,v4_record_screen_upstream_local_reference,False,False,0.19938716821339242,0.19938716821339242,0.19865406208707678
ring_bond,CC(NCc1ccccc1)C1COc2ccccc2O1,val::CC(NCc1ccccc1)C1COc2ccccc2O1__gen0001::cartesian_s2_u0.350,,21;31,True,1,0.0018617893802002072,0.0,-0.006965352105908096,0.002199692389694974,-0.0047656596871092916,1.3476293087005615,1.3476293087005615,1.344112515449524,0.05199587345123291,0.05551266670227051,0.15948891639709473,0.01074414886534214,True,v4_record_screen_upstream_local_reference,False,False,0.19938716821339242,0.19938716821339242,0.19865406208707678
ring_bond,CC(Oc1ccc(F)cc1F)C(=O)NNC(=S)NCC1CCCO1,val::CC(Oc1ccc(F)cc1F)C(=O)NNC(=S)NCC1CCCO1__gen0001::cartesian_s1_u0.350,,15;24,True,1,0.005170411895960569,0.045235633850097656,-0.0052138264290988445,0.003787111141718924,-0.0014267152873799205,1.363229513168335,1.363229513168335,1.362571120262146,0.027928471565246582,0.028586864471435547,0.16332799196243286,0.008334958925843239,True,v4_record_screen_upstream_local_reference,False,False,0.14911800136824088,0.14911800136824088,0.14919332892985165
angle,CC(Oc1ccc(F)cc1F)C(=O)NNC(=S)NCC1CCCO1,val::CC(Oc1ccc(F)cc1F)C(=O)NNC(=S)NCC1CCCO1__gen0001::cartesian_s2_u0.350,0,1;0;2,False,0,0.012531553395092487;0.012532500550150871,0.04220855236053467;0.04121661186218262,0.0008413791656494141,-0.001598358154296875,-0.0007125139236450195,1.8243157863616943,1.8243157863616943,1.8236032724380493,5.900859832763672e-05,0.0007715225219726562,0.2540130913257599,0.0028208064613863826,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC(Oc1ccc(F)cc1F)C(=O)NNC(=S)NCC1CCCO1,val::CC(Oc1ccc(F)cc1F)C(=O)NNC(=S)NCC1CCCO1__gen0001::cartesian_s2_u0.350,16,17;16;25,False,0,0.008111274801194668;0.008119489997625351,0.02109682559967041;0.03523874282836914,-0.002985358238220215,0.0022281408309936523,-0.0006047487258911133,1.8182041645050049,1.8182041645050049,1.8175994157791138,0.004172563552856445,0.004777312278747559,0.18867053091526031,0.005447197239845991,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,0,1;0;4,False,0,0.012667783536016941;-0.006740506272763014,0.03426563739776611;-0.02847886085510254,-0.0011713504791259766,0.0037202835083007812,0.0024557113647460938,2.004938840866089,2.004938840866089,2.007394552230835,0.019091486930847168,0.02154719829559326,0.24964836984872818,0.005624048877507448,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,0,2;0;3,False,0,0.012669340707361698;0.012668276205658913,0.03762924671173096;0.032222747802734375,0.0007376670837402344,-0.0037881135940551758,-0.002949833869934082,1.807119607925415,1.807119607925415,1.804169774055481,0.017255187034606934,0.020205020904541016,0.256561815738678,0.0026901272358372808,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,0,2;0;4,False,0,0.012669340707361698;-0.006740506272763014,0.03762924671173096;-0.02847886085510254,0.000630497932434082,0.003542184829711914,0.00404667854309082,1.9830669164657593,1.9830669164657593,1.98711359500885,0.0,0.0012662410736083984,0.2496594712138176,0.005622503464110196,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,10,8;10;11,True,2,0.002670859219506383;0.0031518172472715378,0.030863404273986816;0.04170811176300049,0.0047948360443115234,-0.003679513931274414,0.0007116794586181641,2.181734800338745,2.181734800338745,2.1824464797973633,0.04058980941772461,0.04130148887634277,0.15661543607711792,0.010832782834768295,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,23,24;23;28,False,0,0.007990637794137001;0.007995028048753738,0.01847374439239502;0.024279475212097168,-0.0028111934661865234,0.0024242401123046875,-0.000209808349609375,1.8165823221206665,1.8165823221206665,1.8163725137710571,0.005794405937194824,0.006004214286804199,0.18761622160673141,0.005530964583158493,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,25,26;25;27,False,0,0.008209827356040478;0.00820169411599636,0.028625965118408203;0.016566038131713867,-0.0025593042373657227,0.0009478330612182617,-0.001429915428161621,1.8094470500946045,1.8094470500946045,1.8080171346664429,0.012929677963256836,0.014359593391418457,0.18885933607816696,0.005382085219025612,True,v4_record_screen_upstream_local_reference,True,False,,,
