sample_id,corruption_mode,effective,true_dominant_mode,predicted_dominant_mode,true_bond,predicted_bond,true_angle,predicted_angle,true_torsion,predicted_torsion,true_ring,predicted_ring,true_clash,predicted_clash,true_chirality,predicted_chirality
val::Brc1ccc2c(c1)[C@H]1OCC[C@H]1[C@@H](c1cccs1)N2__gen0000,ring,True,torsion,chirality,0.04996471107006073,0.012292062863707542,0.06398563086986542,0.016204124316573143,0.1353241205215454,0.07768270373344421,0.05800013989210129,0.01237735990434885,0.0,0.00020090134057682008,0.0,0.14592024683952332
val::Brc1ccc2c(c1)[C@H]1OCC[C@H]1[C@@H](c1cccs1)N2__gen0000,zero,False,clean,chirality,0.0,0.010373405180871487,0.0,0.01471096370369196,0.0,0.07467934489250183,0.0,0.011557514779269695,0.0,0.00018142416956834495,0.0,0.15367265045642853
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0001,torsion,True,torsion,chirality,6.219615045210958e-08,0.0124141750857234,7.285012060265217e-08,0.01471521146595478,0.5235986709594727,0.10166613012552261,6.357829107628277e-08,0.012684070505201817,0.0,0.00022239676036406308,0.0,0.2641896605491638
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0001,bond_angle,True,torsion,chirality,6.737916180554748e-08,0.012480219826102257,0.009513858705759048,0.01441209390759468,0.02957231178879738,0.10635195672512054,4.7683716530855236e-08,0.012798009440302849,0.0,0.00021352485055103898,0.0,0.26298630237579346
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0001,bond_length,True,bond,chirality,0.0034782628063112497,0.01194132212549448,6.622738357719982e-09,0.014018470421433449,0.0,0.10595854371786118,0.0,0.01261135283857584,0.0,0.00020496243087109178,0.0,0.2663378119468689
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0001,clash,True,bond,bond,0.09902064502239227,0.2954047620296478,0.06618016213178635,0.08662184327840805,0.0,0.20397639274597168,0.0,0.04543357342481613,0.0034759356640279293,0.0016119886422529817,0.0,0.07405828684568405
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0001,ring,True,angle,chirality,0.006333221681416035,0.012233725748956203,0.015776246786117554,0.014223583042621613,0.0092814601957798,0.10593272745609283,0.007823475636541843,0.012713179923593998,0.0,0.00021067977650091052,0.0,0.2644222378730774
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0001,zero,False,clean,chirality,0.0,0.01237464603036642,0.0,0.014311111532151699,0.0,0.10636379569768906,0.0,0.012767260894179344,0.0,0.00021247191762086004,0.0,0.26335808634757996
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0000,torsion,True,torsion,chirality,3.109807522605479e-08,0.01261465810239315,6.953874986947994e-08,0.01645553857088089,0.5235987305641174,0.08489607274532318,3.973643103449831e-08,0.01242278516292572,0.0,0.00026485073613002896,0.0,0.26815009117126465
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0000,bond_angle,True,torsion,chirality,3.109807522605479e-08,0.012800591997802258,0.008585963398218155,0.016976559534668922,0.06734070181846619,0.08181605488061905,3.973643103449831e-08,0.012425970286130905,0.0,0.0002761391515377909,0.0,0.2684590518474579
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0000,bond_length,True,bond,chirality,0.0034782991278916597,0.01232865545898676,2.9802322387695312e-08,0.016648054122924805,2.991873770952225e-08,0.08093179762363434,2.3841858265427618e-08,0.012256823480129242,0.0,0.00026796766906045377,0.0,0.2716786563396454
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0000,clash,True,ring,bond,0.2617965042591095,0.982071578502655,0.12164957076311111,0.255291610956192,0.0005032724002376199,0.17060287296772003,0.40142133831977844,0.1006319522857666,0.0034759356640279293,0.003922051750123501,0.0,0.01685306616127491
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0000,ring,True,torsion,chirality,0.006325229536741972,0.012505593709647655,0.015731964260339737,0.01643628068268299,0.4428669512271881,0.0840655118227005,0.007809877395629883,0.012373695150017738,0.0,0.000264465605141595,0.0,0.2692534923553467
val::Brc1ccc(-c2nc3ccccc3s2)s1__gen0000,zero,False,clean,chirality,0.0,0.012738306075334549,0.0,0.016973309218883514,0.0,0.08122452348470688,0.0,0.012397595681250095,0.0,0.00027724594110623,0.0,0.26888003945350647
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0000,torsion,True,torsion,chirality,5.960464477539063e-08,0.010524331592023373,5.418604231977042e-08,0.014492067508399487,0.5235987901687622,0.08251532167196274,5.563100202721216e-08,0.011660381220281124,0.0,0.0001842124038375914,0.0,0.1802026480436325
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0000,bond_angle,True,torsion,chirality,6.418962072984868e-08,0.010656153783202171,0.006364578381180763,0.015013037249445915,0.06010931730270386,0.07834883779287338,7.152557657263969e-08,0.011623739264905453,0.0,0.00019379501463845372,0.0,0.18045574426651
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0000,bond_length,True,bond,chirality,0.003076947759836912,0.01063796877861023,1.6255812695931127e-08,0.014957675710320473,0.0,0.07874249666929245,7.947286384535346e-09,0.01162797212600708,0.0,0.0001926157419802621,0.0,0.1805810183286667
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0000,clash,True,ring,bond,0.6292969584465027,1.5148580074310303,0.2550075352191925,0.31181100010871887,0.0,0.18107114732265472,1.0907814502716064,0.15696394443511963,0.0026000007055699825,0.0032264648471027613,0.0,0.009682699106633663
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0000,ring,True,torsion,chirality,0.03488527983427048,0.010499211959540844,0.04439150169491768,0.014586635865271091,0.3448981046676636,0.08105971664190292,0.042033832520246506,0.011601784266531467,0.0,0.00018677630578167737,0.0,0.18111290037631989
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0000,zero,False,clean,chirality,0.0,0.010617805644869804,0.0,0.014935151673853397,0.0,0.07872235029935837,0.0,0.011618406511843204,0.0,0.00019266369054093957,0.0,0.1805214136838913
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0001,torsion,True,torsion,chirality,5.960464477539063e-08,0.010727071203291416,6.502325078372451e-08,0.015401193872094154,0.5235987901687622,0.07512456178665161,5.563100202721216e-08,0.01158730499446392,0.0,0.00020150264026597142,0.0,0.1808428019285202
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0001,bond_angle,True,torsion,chirality,6.418962072984868e-08,0.010655546560883522,0.007661163806915283,0.01495463214814663,0.024495065212249756,0.0789748877286911,3.973643103449831e-08,0.01163527276366949,0.0,0.0001924756506923586,0.0,0.18034492433071136
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0001,bond_length,True,bond,chirality,0.003076938446611166,0.01063796877861023,0.0,0.014957675710320473,5.960464477539063e-08,0.07874249666929245,2.3841858265427618e-08,0.01162797212600708,0.0,0.00019261555280536413,0.0,0.18058104813098907
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0001,clash,True,bond,bond,0.11439785361289978,0.27883458137512207,0.05304502323269844,0.09308284521102905,0.0,0.14861582219600677,0.0,0.042740434408187866,0.0026000000070780516,0.0014888106379657984,0.0,0.0471399687230587
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0001,ring,True,torsion,chirality,0.03488529101014137,0.010499211959540844,0.04439154267311096,0.014586628414690495,0.3448981046676636,0.08105973899364471,0.04203387722373009,0.011601784266531467,0.0,0.0001867761166067794,0.0,0.18111290037631989
val::Brc1ccc(C2=CSC3=NCCN23)cc1__gen0001,zero,False,clean,chirality,0.0,0.010617810301482677,0.0,0.014935151673853397,0.0,0.07872235029935837,0.0,0.011618400923907757,0.0,0.00019266369054093957,0.0,0.1805214136838913
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0001,torsion,True,torsion,chirality,3.090611144784816e-08,0.00974209327250719,6.087282855560261e-08,0.01266944408416748,0.5235989689826965,0.09154762327671051,2.3841858265427618e-08,0.011548778973519802,0.0,0.0001601482945261523,0.0,0.16809706389904022
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0001,bond_angle,True,torsion,chirality,4.856674706843478e-08,0.009762727655470371,0.007150660268962383,0.012643087655305862,0.04007887840270996,0.09223011136054993,4.7683716530855236e-08,0.011570167727768421,0.0,0.0001592684566276148,0.0,0.16795837879180908
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0001,bond_length,True,bond,chirality,0.002962999977171421,0.009758207015693188,3.0436414277801305e-08,0.01261446624994278,2.384185791015625e-07,0.09253911674022675,2.3841858265427618e-08,0.01157932635396719,0.0,0.0001586062862770632,0.0,0.16806498169898987
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0001,clash,True,angle,chirality,0.001884005730971694,0.011641766875982285,0.04197017103433609,0.014190273359417915,0.0,0.0970037505030632,0.0,0.012247254140675068,0.00238095223903656,0.00016657562809996307,0.0,0.160996675491333
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0001,ring,True,torsion,chirality,0.027745237573981285,0.009787254966795444,0.04084661975502968,0.012574588879942894,0.2750304341316223,0.09351413697004318,0.02619989775121212,0.011588689871132374,0.0,0.00015740362869109958,0.0,0.16721494495868683
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0001,zero,False,clean,chirality,0.0,0.009734121151268482,0.0,0.01259408239275217,0.0,0.09250250458717346,0.0,0.011566597037017345,0.0,0.00015861235442571342,0.0,0.16803810000419617
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,torsion,True,torsion,chirality,4.4151587275109705e-08,0.009776352904736996,4.5654623193058796e-08,0.01294876728206873,0.5235986709594727,0.0881875604391098,4.7683716530855236e-08,0.01148894615471363,0.0,0.0001658218534430489,0.0,0.16831186413764954
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,bond_angle,True,torsion,chirality,4.4151587275109705e-08,0.009729355573654175,0.004538034088909626,0.012525520287454128,0.10713981837034225,0.09341827780008316,2.3841858265427618e-08,0.011584668420255184,0.0,0.00015718807117082179,0.0,0.1679719090461731
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,bond_length,True,bond,chirality,0.0029629867058247328,0.009758207015693188,2.5363679156953367e-08,0.01261446624994278,0.0,0.09253911674022675,1.5894572769070692e-08,0.01157932635396719,0.0,0.0001586062862770632,0.0,0.16806495189666748
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,clash,True,angle,torsion,0.028265679255127907,0.09018810838460922,0.04452686756849289,0.04284876585006714,0.0,0.13896995782852173,0.0,0.027077725157141685,0.0025652397889643908,0.0006667972193099558,0.0,0.0695098266005516
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,ring,True,torsion,chirality,0.027745230123400688,0.009787254966795444,0.04084661602973938,0.012574588879942894,0.2750304341316223,0.09351413697004318,0.02619992010295391,0.011588695459067822,0.0,0.0001574034831719473,0.0,0.16721491515636444
val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,zero,False,clean,chirality,0.0,0.00973412673920393,0.0,0.01259408239275217,0.0,0.09250247478485107,0.0,0.011566597037017345,0.0,0.00015861235442571342,0.0,0.16803814470767975
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,torsion,True,torsion,chirality,6.332993507385254e-08,0.00919499434530735,8.583069188716763e-08,0.012820719741284847,0.13089978694915771,0.08609373867511749,4.207386794519152e-08,0.010992730967700481,0.0,0.00018876686226576567,0.0,0.2294957935810089
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,bond_angle,True,angle,chirality,2.9802322387695312e-08,0.009196911007165909,0.006855917163193226,0.012742598541080952,0.005421854089945555,0.08716847002506256,3.506155721311188e-08,0.01101208757609129,0.0,0.00018670079589355737,0.0,0.22923503816127777
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,bond_length,True,bond,chirality,0.0025000162422657013,0.009253079071640968,9.53674295089968e-09,0.01280046533793211,0.0,0.08703643083572388,7.0123111761688506e-09,0.011035026982426643,0.0,0.000187373036169447,0.0,0.22850236296653748
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,clash,True,bond,bond,0.17116692662239075,0.2666897177696228,0.04447508230805397,0.08378250151872635,0.0,0.17606547474861145,0.0,0.04214740917086601,0.0016129050636664033,0.0013222340494394302,0.0,0.06431862711906433
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,ring,True,torsion,chirality,0.05942423269152641,0.010177523829042912,0.08535336703062057,0.01356272492557764,0.1058526262640953,0.09032152593135834,0.07919842004776001,0.011531364172697067,0.0,0.00019124070240650326,0.0,0.22268715500831604
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,zero,False,clean,chirality,0.0,0.009176124818623066,0.0,0.012726192362606525,0.0,0.08707393705844879,0.0,0.011003140360116959,0.0,0.000186659162864089,0.0,0.229354128241539
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,torsion,True,torsion,chirality,7.82310962677002e-08,0.009181893430650234,7.629394360719743e-08,0.01264302246272564,0.1308998465538025,0.08829054236412048,7.71354251583034e-08,0.011025375686585903,0.0,0.00018442963482812047,0.0,0.2290601283311844
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,bond_angle,True,torsion,chirality,4.0978193283081055e-08,0.009328958578407764,0.003448202507570386,0.012851821258664131,0.007062725722789764,0.08767087757587433,3.506155721311188e-08,0.011065252125263214,0.0,0.00018717766215559095,0.0,0.22847864031791687
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,bond_length,True,bond,chirality,0.0025000348687171936,0.00922172237187624,9.53674295089968e-09,0.012752345763146877,0.0,0.08738775551319122,4.207386794519152e-08,0.011028357781469822,0.0,0.0001863505895016715,0.0,0.22940006852149963
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,clash,True,angle,bond,0.10298421233892441,0.19738872349262238,0.15409162640571594,0.07254365086555481,0.0,0.1596093773841858,0.0798763856291771,0.03773536905646324,0.0016129185678437352,0.0012285617412999272,0.0,0.06849155575037003
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,ring,True,torsion,chirality,0.04661989584565163,0.009914057329297066,0.0725688710808754,0.013284736312925816,0.16910307109355927,0.09017760306596756,0.0627007782459259,0.011409920640289783,0.0,0.00018872438522521406,0.0,0.224266916513443
val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,zero,False,clean,chirality,0.0,0.009199578315019608,0.0,0.012735076248645782,0.0,0.08730808645486832,0.0,0.01101433951407671,0.0,0.00018648408877197653,0.0,0.22919996082782745
val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,torsion,True,torsion,chirality,4.9327983475677684e-08,0.009025304578244686,6.737916180554748e-08,0.012328269891440868,0.10471979528665543,0.08781349658966064,5.960464477539063e-08,0.011104844510555267,0.0,0.00016009177488740534,0.0,0.17759722471237183
val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,bond_angle,True,torsion,chirality,4.5217316113621564e-08,0.00907325092703104,0.006964704487472773,0.01231333240866661,0.013604666106402874,0.08879417181015015,5.960464477539063e-08,0.011139764450490475,0.0,0.0001589860621606931,0.0,0.1772640198469162
val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,bond_length,True,bond,chirality,0.0027586426585912704,0.009120638482272625,4.146410148564428e-08,0.012363460846245289,2.3841858265427618e-08,0.08858512341976166,2.9802322387695312e-08,0.011157761327922344,0.0,0.00015958408766891807,0.0,0.17684347927570343
val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,clash,True,bond,torsion,0.0663069412112236,0.10407394170761108,0.03160598501563072,0.04686631262302399,0.0,0.14562486112117767,0.0,0.02835373394191265,0.0018624623771756887,0.0007947016274556518,0.0,0.08073102682828903
val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,ring,True,ring,chirality,0.03777388110756874,0.00961802713572979,0.04919954016804695,0.012765882536768913,0.06127769872546196,0.0905582532286644,0.06497558206319809,0.011494291946291924,0.0,0.00016107795818243176,0.0,0.17456509172916412
val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,zero,False,clean,chirality,0.0,0.009014458395540714,0.0,0.012266778387129307,0.0,0.08853070437908173,0.0,0.011114227585494518,0.0,0.00015886983601376414,0.0,0.1775432974100113
val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,torsion,True,torsion,chirality,6.1659974903705e-08,0.009104123339056969,3.109807522605479e-08,0.012704165652394295,0.10471978038549423,0.08379077166318893,5.960464477539063e-08,0.011060084216296673,0.0,0.00016740764840506017,0.0,0.17793363332748413
val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,bond_angle,True,angle,chirality,3.288532113288056e-08,0.009200984612107277,0.00735990097746253,0.012853490188717842,0.0063266693614423275,0.0832516998052597,3.973643103449831e-08,0.011084520258009434,0.0,0.0001692334481049329,0.0,0.17762607336044312
val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,bond_length,True,bond,chirality,0.002758651040494442,0.009149295277893543,4.664711283908218e-08,0.012800750322639942,6.295740462292088e-08,0.08313833922147751,2.9802322387695312e-08,0.01107022725045681,0.0,0.00016872586274985224,0.0,0.17820732295513153
val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,clash,True,bond,bond,0.12544456124305725,0.30693474411964417,0.04697941616177559,0.09333240985870361,0.0,0.16850970685482025,0.0,0.04489195719361305,0.0018624634249135852,0.0014422666281461716,0.0,0.043300893157720566
val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,ring,True,torsion,chirality,0.01071499940007925,0.00913862232118845,0.017877371981739998,0.012797809205949306,0.07921819388866425,0.08300484716892242,0.01811583898961544,0.01106207724660635,0.0,0.00016879440227057785,0.0,0.17788474261760712
val::Brc1cccc(OCCSc2ncccn2)c1__gen0000,zero,False,clean,chirality,0.0,0.009119927883148193,0.0,0.012779631651937962,0.0,0.08301390707492828,0.0,0.011051838286221027,0.0,0.00016889390826690942,0.0,0.17799687385559082
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,torsion,True,torsion,chirality,5.418604231977042e-08,0.010803909040987492,7.677886770807163e-08,0.013676117174327374,0.5235986709594727,0.08794175833463669,1.7881394143159923e-08,0.012056146748363972,0.0,0.00017882062820717692,0.0,0.14518846571445465
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,bond_angle,True,torsion,chirality,5.0573639498452394e-08,0.01078301202505827,0.005875845905393362,0.013313493691384792,0.010132074356079102,0.09242372214794159,2.3841858265427618e-08,0.012150166556239128,0.0,0.00017102023412007838,0.0,0.14491620659828186
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,bond_length,True,bond,chirality,0.0024242582730948925,0.010427393950521946,1.8184467265314197e-08,0.013070386834442616,0.0,0.09193027764558792,1.7881394143159923e-08,0.012004980817437172,0.0,0.0001661309797782451,0.0,0.1468374878168106
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,clash,True,bond,bond,0.2474987506866455,0.3815787732601166,0.040155403316020966,0.09226609766483307,0.0,0.19944293797016144,0.0,0.05230136960744858,0.0016169173177331686,0.0013357419520616531,0.0,0.04124203696846962
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,ring,True,angle,chirality,0.029948480427265167,0.010947559028863907,0.05195790156722069,0.013438483700156212,0.03452301025390625,0.09288340061903,0.021963614970445633,0.01221953984349966,0.0,0.00017102708807215095,0.0,0.14418034255504608
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0000,zero,False,clean,chirality,0.0,0.010761259123682976,0.0,0.013301946222782135,0.0,0.09228581190109253,0.0,0.012140265665948391,0.0,0.00017107014718931168,0.0,0.14498968422412872
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0001,torsion,True,torsion,chirality,2.8899222570544225e-08,0.011192808859050274,5.657389934299317e-08,0.015545852482318878,0.5235985517501831,0.07164603471755981,3.5762788286319847e-08,0.011839919723570347,0.0,0.00021683488739654422,0.0,0.14605975151062012
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0001,bond_angle,True,torsion,chirality,3.973643103449831e-08,0.011166853830218315,0.0026988701429218054,0.015458528883755207,0.09195473790168762,0.07221776247024536,2.9802322387695312e-08,0.011842984706163406,0.0,0.00021516160632018,0.0,0.14603447914123535
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0001,bond_length,True,bond,chirality,0.0024242654908448458,0.010842051357030869,5.657389934299317e-08,0.015271269716322422,1.7881393432617188e-07,0.07135678827762604,2.3841858265427618e-08,0.011706052348017693,0.0,0.00021046149777248502,0.0,0.14798319339752197
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0001,clash,True,angle,bond,0.1625562459230423,0.5232946872711182,0.17349818348884583,0.14817969501018524,0.0,0.1490878015756607,0.060337115079164505,0.05944724380970001,0.0016169173177331686,0.003073147963732481,0.0,0.029348701238632202
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0001,ring,True,torsion,chirality,0.0328805036842823,0.011307819746434689,0.05299726128578186,0.015404793433845043,0.38632380962371826,0.07402388751506805,0.031495291739702225,0.011921617202460766,0.0,0.00021271112200338393,0.0,0.1436828076839447
val::c1c2c(cc3sc(N4CCOCC4)nc13)OCO2__gen0001,zero,False,clean,chirality,0.0,0.011193334124982357,0.0,0.015547940507531166,0.0,0.0716312974691391,0.0,0.011839795857667923,0.0,0.00021687708795070648,0.0,0.1460607498884201
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0001,torsion,True,torsion,chirality,1.0352385970691103e-07,0.009686958976089954,8.004052176602272e-08,0.013320931233465672,0.26179933547973633,0.07394871860742569,1.1920928955078125e-07,0.011574995703995228,0.0,0.00014707387890666723,0.0,0.10083259642124176
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0001,bond_angle,True,torsion,chirality,7.842716343020584e-08,0.009679046459496021,0.005085863173007965,0.013164863921701908,0.01784125156700611,0.07571694999933243,1.1920928955078125e-07,0.011610878631472588,0.0,0.00014422734966501594,0.0,0.10074717551469803
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0001,bond_length,True,bond,chirality,0.002105264225974679,0.009678220376372337,1.532690951933091e-08,0.013152236118912697,2.9802322387695312e-08,0.07585051655769348,7.0123111761688506e-09,0.011616131290793419,0.0,0.00014393990568351,0.0,0.10086216032505035
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0001,clash,True,ring,bond,0.30922624468803406,0.9786735773086548,0.12051641196012497,0.1953926831483841,0.0,0.20681215822696686,0.44305533170700073,0.09804381430149078,0.0011537078535184264,0.0017664785264059901,0.0,0.013906128704547882
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0001,ring,True,torsion,chirality,0.03182642534375191,0.009965633973479271,0.05507529899477959,0.013441507704555988,0.09023880958557129,0.07597607374191284,0.030703559517860413,0.011745618656277657,0.0,0.00014556765381712466,0.0,0.09987500309944153
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0001,zero,False,clean,chirality,0.0,0.009652577340602875,0.0,0.013129470869898796,0.0,0.07579655945301056,0.0,0.011603698134422302,0.0,0.00014391931472346187,0.0,0.1008109375834465
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0000,torsion,True,torsion,chirality,6.274173358633561e-08,0.009933867491781712,8.004052176602272e-08,0.014395387843251228,0.2617994248867035,0.06525100022554398,7.012311442622376e-08,0.011476686224341393,0.0,0.000164460638188757,0.0,0.10097084939479828
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0000,bond_angle,True,torsion,chirality,5.333047070621433e-08,0.010042470879852772,0.0037472231779247522,0.01463400386273861,0.08802396059036255,0.06413345783948898,5.6098489409350805e-08,0.01149098388850689,0.0,0.00016754995158407837,0.0,0.10084071010351181
val::c1cc2cn[nH]c2cc1NC1CCCCCC1__gen0000,bond_length,True,bond,chirality,0.002105273772031069,0.010007362812757492,1.362391888193315e-08,0.014637772925198078,2.2351741790771484e-08,0.06371363997459412,7.0123111761688506e-09,0.0114725511521101,0.0,0.00016805240011308342,0.0,0.10107151418924332
