partition,seed,molecule_id,source_index,source_ba_objective,ba_ba_objective,bac_ba_objective,source_violation_count,ba_violation_count,bac_violation_count,source_penetration_sum,ba_penetration_sum,bac_penetration_sum,source_catastrophic,ba_catastrophic,bac_catastrophic,active_steric_count,fallback,rejected,trust_clipped,backtracking_fraction,rms,atom_max,chirality_preserved,ring_nonregression
dev_a,173,CCOC(=O)c1sc(NC(=O)CCC(=O)O)nc1C,1,-2.638319770312055,-2.748878388189572,-2.748878388189572,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999979,0.0060590925010938265,1,1
dev_a,173,CCOC(=O)c1sc(NC(=O)CCC(=O)O)nc1C,2,-2.6881661184516847,-2.7803396119266397,-2.7803396119266397,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000256,0.007810095362551666,1,1
dev_a,173,CC(_C=C1\SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)=C\c1ccccc1,0,-2.720211681906328,-2.831902900852806,-2.831902900852806,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999994,0.008273769148977667,1,1
dev_a,173,CC(_C=C1\SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)=C\c1ccccc1,1,-2.7663644297405208,-2.9098017605154642,-2.9098017605154642,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.00299999999999998,0.007165623198855459,1,1
dev_a,173,CC(_C=C1\SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)=C\c1ccccc1,2,-2.6546803503534804,-2.839924429386982,-2.839924429386982,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000287,0.006371022378536577,1,1
dev_a,173,CC(C(=O)NCC1CCCCC1)N1CCN(S(=O)(=O)_C=C_c2ccccc2)CC1,0,-2.5237450332468763,-2.7249753717848115,-2.7249753717848115,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000022,0.006691082702758373,1,1
dev_a,173,CC(C(=O)NCC1CCCCC1)N1CCN(S(=O)(=O)_C=C_c2ccccc2)CC1,1,-2.622611415395773,-2.7991914644328597,-2.7991914644328597,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.002999999999999982,0.008108071257585654,1,1
dev_a,173,CC(C(=O)NCC1CCCCC1)N1CCN(S(=O)(=O)_C=C_c2ccccc2)CC1,2,-2.7476757429509178,-2.878966184081974,-2.878966184081974,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999844,0.007023268666283758,1,1
dev_a,173,Cc1c(Cc2ccc3c(c2)OCO3)sc(NC(=O)c2cccc3ccccc23)c1C(N)=O,0,-2.4101026294791774,-2.6765887592826765,-2.6197774194196675,1,0,0,0.002485643637746282,0.0,0.0,0,0,0,1,0,0,0,1.0,0.003000000000000011,0.012435551112880838,1,1
dev_a,173,Cc1c(Cc2ccc3c(c2)OCO3)sc(NC(=O)c2cccc3ccccc23)c1C(N)=O,1,-2.4224932215865334,-2.67909725441627,-2.620943317016648,1,1,1,0.025338302978592075,0.02338935478926807,0.0030264906103583122,0,0,0,1,0,0,0,1.0,0.00299999999999996,0.011857088708508623,1,1
dev_a,173,Cc1c(Cc2ccc3c(c2)OCO3)sc(NC(=O)c2cccc3ccccc23)c1C(N)=O,2,-2.5623139895793585,-2.775943659103585,-2.775943659103585,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000087,0.007822373520541662,1,1
dev_a,173,COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCc1ccccc1)c1ccc(O)cc1,0,-2.3960186240487005,-2.6340535633944144,-2.6340535633944144,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000011,0.007069833478323749,1,1
dev_a,173,COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCc1ccccc1)c1ccc(O)cc1,1,-2.363611128731467,-2.5771134220150134,-2.5771134220150134,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.00300000000000002,0.008310296565461383,1,1
dev_a,173,COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCc1ccccc1)c1ccc(O)cc1,2,-2.468110122567043,-2.6713858386538787,-2.6713858386538787,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999897,0.007985833825089465,1,1
dev_a,173,O=[N+]([O-])C(Br)(CO)CO,0,-2.14428422295926,-2.330882763630612,-2.330882763630612,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000187,0.006631398291779998,1,1
dev_a,173,O=[N+]([O-])C(Br)(CO)CO,1,-1.811231165699454,-2.1347697131405683,-2.1347697131405683,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.002999999999999989,0.007406871369328637,1,1
dev_a,173,O=[N+]([O-])C(Br)(CO)CO,2,-0.9239069594366004,-1.411752074169823,-1.411752074169823,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0029999999999999996,0.007222590544708803,1,1
dev_a,173,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,0,-2.388390238212617,-2.592097707571278,-2.592097707571278,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000008,0.009045699472142166,1,1
dev_a,173,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,1,-2.3897078642912932,-2.5631511711463446,-2.5631511711463446,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000256,0.007268905047006633,1,1
dev_a,173,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,2,-2.2026838821825825,-2.4722152422245705,-2.4722152422245705,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000006,0.007490918076844264,1,1
dev_a,173,CC(C)CC(NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C(=O)N1CC=C(c2ccccc2)CC1,0,-2.327342095542263,-2.5934569312725047,-2.5934569312725047,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.00299999999999995,0.007963630212846073,1,1
dev_a,173,CC(C)CC(NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C(=O)N1CC=C(c2ccccc2)CC1,1,-2.352922162122405,-2.581479912520108,-2.581479912520108,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999975,0.008073852891551839,1,1
dev_a,173,CC(C)CC(NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C(=O)N1CC=C(c2ccccc2)CC1,2,-2.480446905843885,-2.660644201782758,-2.660644201782758,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000006,0.00813882539541231,1,1
dev_a,173,O=C(NCCc1ccccc1)C1CCCN(S(=O)(=O)c2cccs2)C1,0,-2.528730495027024,-2.7205234051303946,-2.7205234051303946,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000057,0.009583006476824963,1,1
dev_a,173,O=C(NCCc1ccccc1)C1CCCN(S(=O)(=O)c2cccs2)C1,1,-2.5443100802292173,-2.5443100802292173,-2.608393007957315,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.25,0.0007499999999999898,0.0023705743544570144,1,1
dev_a,173,O=C(NCCc1ccccc1)C1CCCN(S(=O)(=O)c2cccs2)C1,2,-2.5912695534557306,-2.808083445532713,-2.808083445532713,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999975,0.011819410962050098,1,1
